CMPD_CHEMBLID	MOLREGNO	PARENT_CMPD_CHEMBLID	PARENT_MOLREGNO	MOL_PREF_NAME	COMPOUND_KEY	MOLWEIGHT	ALOGP	PSA	NUM_RO5_VIOLATIONS	CANONICAL_SMILES	ACTIVITY_ID	STANDARD_TYPE	RELATION	STANDARD_VALUE	STANDARD_UNITS	PCHEMBL_VALUE	PUBLISHED_TYPE	PUBLISHED_RELATION	PUBLISHED_VALUE	PUBLISHED_UNITS	ACTIVITY_COMMENT	DATA_VALIDITY_COMMENT	POTENTIAL_DUPLICATE	BAO_ENDPOINT	UO_UNITS	QUDT_UNITS	ASSAY_ID	ASSAY_CHEMBLID	ASSAY_TYPE	DESCRIPTION	ASSAY_SRC_ID	ASSAY_SRC_DESCRIPTION	ASSAY_ORGANISM	ASSAY_STRAIN	ASSAY_TAX_ID	CURATED_BY	BAO_FORMAT	TID	TARGET_CHEMBLID	TARGET_TYPE	PROTEIN_ACCESSION	PREF_NAME	ORGANISM	CONFIDENCE_SCORE	TARGET_MAPPING	APD_NAME	APD_CONFIDENCE	DOC_ID	DOC_CHEMBLID	PUBMED_ID	JOURNAL	YEAR	VOLUME	ISSUE	FIRST_PAGE	CELL_ID	CELL_CHEMBL_ID	CELL_NAME	ACTIVITY_PARAMS	ACTIVITY_PROPS
CHEMBL373345	318110	CHEMBL373345	318110		31	212.21	1.54	59.92	0	O=C(C(=O)c1ccccn1)c2ccccn2	2267341	Ki	=	125.89	nM	6.9	pKi	=	6.9				0				560257	CHEMBL1019596	B	Inhibition of human carboxylesterase 1	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000357	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein	COesterase	high	45052	CHEMBL1139338	19062296	Bioorg. Med. Chem.	2009	17	1	149					
CHEMBL437373	391575	CHEMBL437373	391575		11	284.21	3.16	37.3	0	OC(C(=O)c1cc(F)cc(F)c1)c2cc(F)cc(F)c2	1942234	Ki	=	170	nM	6.77	Ki	=	170	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	443528	CHEMBL893785	B	Inhibition of human carboxylesterase 1	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000357	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein	COesterase	high	36499	CHEMBL1147944	17399985	Bioorg. Med. Chem.	2007	15	11	3801					
CHEMBL242768	391567	CHEMBL242768	391567		3	248.23	2.88	37.3	0	OC(C(=O)c1ccccc1F)c2ccccc2F	1942242	Ki	=	990	nM	6	Ki	=	990	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	443528	CHEMBL893785	B	Inhibition of human carboxylesterase 1	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000357	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein	COesterase	high	36499	CHEMBL1147944	17399985	Bioorg. Med. Chem.	2007	15	11	3801					
CHEMBL435109	321083	CHEMBL435109	321083		22	270.28	2.77	52.6	0	COc1cccc(c1)C(=O)C(=O)c2cccc(OC)c2	1503771	Ki	=	1540	nM	5.81	Ki	=	1540	nM			1	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	303291	CHEMBL828284	B	Inhibition constant against human liver carboxylesterase 1 (hCE1) using nitrophenyl acetate (o-NPA) as substrate	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000019	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein	COesterase	high	21668	CHEMBL1143603	15828829	J. Med. Chem.	2005	48	8	2906					
CHEMBL374331	371742	CHEMBL374331	371742		18	294.35	3.21	49.41	0	Cc1cc(C)c(NCN2C(=O)C(=O)c3ccccc23)cc1C	1830018	Ki	=	1620	nM	5.79	Ki	=	1.62	uM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	429504	CHEMBL918627	B	Inhibition of human liver CE1 expressed in sf21 cells	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000219	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein	COesterase	high	35258	CHEMBL1144473	17378546	J. Med. Chem.	2007	50	8	1876					
CHEMBL195713	320975	CHEMBL195713	320975		24	472.41	6.71	34.14	1	Fc1c(F)c(F)c(C(=O)C(=O)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(F)c1F	2267348	Ki	=	1698.24	nM	5.77	pKi	=	5.77				0				560257	CHEMBL1019596	B	Inhibition of human carboxylesterase 1	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000357	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein	COesterase	high	45052	CHEMBL1139338	19062296	Bioorg. Med. Chem.	2009	17	1	149					
CHEMBL463556	472351	CHEMBL463556	472351		34	346.46	3.9	57.53	0	CCCCCCCCCCCC[S+]([O-])CC(O)(O)C(F)(F)F	2267289	Ki	=	1905.46	nM	5.72	pKi	=	5.72				0				560260	CHEMBL1019599	B	Inhibition of human carboxylesterase 1 after 5 mins	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000357	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein	COesterase	high	45052	CHEMBL1139338	19062296	Bioorg. Med. Chem.	2009	17	1	149					
CHEMBL374970	371728	CHEMBL374970	371728		10	217.22	1.54	54.45	0	CCCC(=O)N1C(=O)C(=O)c2ccccc12	1830024	Ki	=	7690	nM	5.11	Ki	=	7.69	uM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	429504	CHEMBL918627	B	Inhibition of human liver CE1 expressed in sf21 cells	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000219	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein	COesterase	high	35258	CHEMBL1144473	17378546	J. Med. Chem.	2007	50	8	1876					
CHEMBL223785	371667	CHEMBL223785	371667		44	177.16	.83	55.4	0	COc1cccc2C(=O)C(=O)Nc12	1829824	Ki	>	100000	nM		Ki	>	100	uM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	429504	CHEMBL918627	B	Inhibition of human liver CE1 expressed in sf21 cells	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000219	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein			35258	CHEMBL1144473	17378546	J. Med. Chem.	2007	50	8	1876					
CHEMBL236337	403239	CHEMBL236337	403239		4	298.34	3.55	52.6	0	CCOc1ccc(cc1)C(=O)C(=O)c2ccc(OCC)cc2	1998151	Ki	>	100000	nM		Ki	>	100000	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	451017	CHEMBL900098	B	Inhibition of human carboxylesterase 1	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000357	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein			37157	CHEMBL1138234	17941623	J. Med. Chem.	2007	50	23	5727					
CHEMBL222795	371692	CHEMBL222795	371692		59	262.33	1.22	40.62	0	O=C1N(CN2CCSCC2)c3ccccc3C1=O	1829820	Ki	>	100000	nM		Ki	>	100	uM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	429504	CHEMBL918627	B	Inhibition of human liver CE1 expressed in sf21 cells	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000219	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein			35258	CHEMBL1144473	17378546	J. Med. Chem.	2007	50	8	1876					
CHEMBL193228	321146	CHEMBL193228	321146		11	368.02	4.28	34.14	0	Brc1ccc(cc1)C(=O)C(=O)c2ccc(Br)cc2	1503417	Ki	>	100000	nM		Ki	>	100000	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	303291	CHEMBL828284	B	Inhibition constant against human liver carboxylesterase 1 (hCE1) using nitrophenyl acetate (o-NPA) as substrate	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000019	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein			21668	CHEMBL1143603	15828829	J. Med. Chem.	2005	48	8	2906					
CHEMBL519326	500475	CHEMBL519326	500475		38	434.51	4.04	92.34	0	Cc1ccc(C)c(c1)S(=O)(=O)Nc2ccc(NS(=O)(=O)c3ccc(F)cc3)cc2	2634445	Ki	>	100000	nM		Ki	>	100000	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	520160	CHEMBL947848	B	Inhibition of human liver CE1-mediated O-nitrophenyl acetate hydrolysis by spectrophotometry	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000019	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein			46828	CHEMBL1137015	19534556	J. Med. Chem.	2009	52	12	3742					
CHEMBL482639	500189	CHEMBL482639	500189		16	424.45	3.57	92.34	0	Fc1ccc(cc1)S(=O)(=O)Nc2ccc(NS(=O)(=O)c3ccc(F)cc3)cc2	2634423	Ki	>	100000	nM		Ki	>	100000	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	520160	CHEMBL947848	B	Inhibition of human liver CE1-mediated O-nitrophenyl acetate hydrolysis by spectrophotometry	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000019	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein			46828	CHEMBL1137015	19534556	J. Med. Chem.	2009	52	12	3742					
CHEMBL487303	500625	CHEMBL487303	500625		44	546.26	4.81	92.34	1	Brc1cc(NS(=O)(=O)c2ccccc2)c(Br)cc1NS(=O)(=O)c3ccccc3	2634451	Ki	>	100000	nM		Ki	>	100000	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	520160	CHEMBL947848	B	Inhibition of human liver CE1-mediated O-nitrophenyl acetate hydrolysis by spectrophotometry	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000019	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein			46828	CHEMBL1137015	19534556	J. Med. Chem.	2009	52	12	3742					
CHEMBL492067	499719	CHEMBL492067	499719		52	582.36	7.14	92.34	2	Cc1c(C)c(NS(=O)(=O)c2cc(Cl)cc(Cl)c2)c(C)c(C)c1NS(=O)(=O)c3cc(Cl)cc(Cl)c3	2634459	Ki	>	100000	nM		Ki	>	100000	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	520160	CHEMBL947848	B	Inhibition of human liver CE1-mediated O-nitrophenyl acetate hydrolysis by spectrophotometry	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000019	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein			46828	CHEMBL1137015	19534556	J. Med. Chem.	2009	52	12	3742					
CHEMBL2367723	1542174	CHEMBL2367723	1542174		21	166.22	1.58	34.14	0	CC1(C)[C@@H]2CC[C@]1(C)C(=O)C2=O	1998218	Ki	>	100000	nM		Ki	>	100000	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	451017	CHEMBL900098	B	Inhibition of human carboxylesterase 1	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000357	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein			37157	CHEMBL1138234	17941623	J. Med. Chem.	2007	50	23	5727					
CHEMBL116040	193424	CHEMBL116040	193424	5-FLUOROISATIN	32	165.12	.96	46.17	0	Fc1ccc2NC(=O)C(=O)c2c1	1829829	Ki	>	100000	nM		Ki	>	100	uM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	429504	CHEMBL918627	B	Inhibition of human liver CE1 expressed in sf21 cells	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000219	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein			35258	CHEMBL1144473	17378546	J. Med. Chem.	2007	50	8	1876					
CHEMBL451609	500062	CHEMBL451609	500062		6	404.29	5.04	55.4	1	Brc1ccc(cc1)S(=O)(=O)Nc2ccc(Oc3ccccc3)cc2	2634414	Ki	>	100000	nM		Ki	>	100000	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	520160	CHEMBL947848	B	Inhibition of human liver CE1-mediated O-nitrophenyl acetate hydrolysis by spectrophotometry	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000019	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein			46828	CHEMBL1137015	19534556	J. Med. Chem.	2009	52	12	3742					
CHEMBL109	15217	CHEMBL109	15217	VALPROIC ACID	Valproate	144.21	2.29	37.3	0	CCCC(CCC)C(=O)O	15451692	Ki	=	363000	nM		Ki	=	363	uM		Outside typical range	0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	1494239	CHEMBL3530687	A	Inhibition of human CES1	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein			92139	CHEMBL3526059	23386702	Drug Metab. Dispos.	2013	41	4	698					
CHEMBL1812858	1167885	CHEMBL1812858	1167885		14	254.41	4.85	34.14	0	CCCCCCCC(=O)C(=O)CCCCCCC	6317240	Ki	=	7.6	nM	8.12	Ki	=	7.6	nM			1	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	762141	CHEMBL1816212	B	Inhibition of human liver carboxylesterase1 using o-nitrophenyl acetate as substrate after 5 mins by spectrophotometry	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000019	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein	COesterase	high	58561	CHEMBL1811796	21733699	Bioorg. Med. Chem.	2011	19	15	4635					
CHEMBL193229	321147	CHEMBL193229	321147		Table 1, R2C1	282.19	3.31	34.14	0	Fc1cc(F)cc(c1)C(=O)C(=O)c2cc(F)cc(F)c2	12703876	Ki	=	74	nM	7.13	Ki	=	74	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	944083	CHEMBL2341916	B	Inhibition of human CE1 using o-NPA as substrate by spectrophotometric assay	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000357	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein	COesterase	high	72391	CHEMBL2331201	23286284	J. Nat. Prod.	2013	76	1	36					
CHEMBL1812861	1167888	CHEMBL1812861	1167888		19	176.21	2.24	34.14	0	CCCC(=O)C(=O)c1ccccc1	6317245	Ki	=	102	nM	6.99	Ki	=	102	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	762141	CHEMBL1816212	B	Inhibition of human liver carboxylesterase1 using o-nitrophenyl acetate as substrate after 5 mins by spectrophotometry	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000019	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein	COesterase	high	58561	CHEMBL1811796	21733699	Bioorg. Med. Chem.	2011	19	15	4635					
CHEMBL398109	403256	CHEMBL398109	403256		19	220.27	2.86	34.14	0	O=C1C(=O)c2sccc2c3ccsc13	1998204	Ki	=	150	nM	6.82	Ki	=	150	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	451017	CHEMBL900098	B	Inhibition of human carboxylesterase 1	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000357	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein	COesterase	high	37157	CHEMBL1138234	17941623	J. Med. Chem.	2007	50	23	5727					
CHEMBL86668	141740	CHEMBL86668	141740		39	238.29	4.65	17.07	0	CCCCCCCCCCC(=O)C(F)(F)F	2267284	Ki	=	151.36	nM	6.82	pKi	=	6.82				0				560260	CHEMBL1019599	B	Inhibition of human carboxylesterase 1 after 5 mins	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000357	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein	COesterase	high	45052	CHEMBL1139338	19062296	Bioorg. Med. Chem.	2009	17	1	149					
CHEMBL192474	320956	CHEMBL192474	320956		20	240.26	2.76	43.37	0	COc1ccc(cc1)C(=O)C(=O)c2ccccc2	1503661	Ki	=	175	nM	6.76	Ki	=	175	nM			1	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	303291	CHEMBL828284	B	Inhibition constant against human liver carboxylesterase 1 (hCE1) using nitrophenyl acetate (o-NPA) as substrate	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000019	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein	COesterase	high	21668	CHEMBL1143603	15828829	J. Med. Chem.	2005	48	8	2906					
CHEMBL192139	320941	CHEMBL192139	320941		9	279.12	4.06	34.14	0	Clc1ccc(cc1)C(=O)C(=O)c2ccc(Cl)cc2	1503406	Ki	>	182	nM		Ki	>	182	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	303157	CHEMBL829130	B	Inhibition constant against human liver carboxylesterase 1 using o-NPA (nitrophenyl acetate)	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000019	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein			21668	CHEMBL1143603	15828829	J. Med. Chem.	2005	48	8	2906					
CHEMBL244426	391571	CHEMBL244426	391571		7	284.21	3.16	37.3	0	OC(C(=O)c1c(F)cccc1F)c2c(F)cccc2F	1942238	Ki	=	190	nM	6.72	Ki	=	190	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	443528	CHEMBL893785	B	Inhibition of human carboxylesterase 1	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000357	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein	COesterase	high	36499	CHEMBL1147944	17399985	Bioorg. Med. Chem.	2007	15	11	3801					
CHEMBL89506	141675	CHEMBL89506	141675		40	256.33	4.21	17.07	0	CCCCCCCCSCC(=O)C(F)(F)F	2267283	Ki	=	190.55	nM	6.72	pKi	=	6.72				0				560260	CHEMBL1019599	B	Inhibition of human carboxylesterase 1 after 5 mins	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000357	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein	COesterase	high	45052	CHEMBL1139338	19062296	Bioorg. Med. Chem.	2009	17	1	149					
CHEMBL192592	318799	CHEMBL192592	318799		7 (5,5'-dibromo-2,2'-thenil)	380.08	4.4	34.14	0	Brc1ccc(s1)C(=O)C(=O)c2ccc(Br)s2	1494162	Ki	=	210	nM	6.68	Ki	=	210	nM			1	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	303802	CHEMBL829851	B	Inhibition constant against human liver carboxylesterase (hCE1) expressed in Sf21 cells using 3 mM o-NPA	1	Scientific Literature	Oryctolagus cuniculus		9986	Expert	BAO_0000219	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	8	Homologous protein			21424	CHEMBL1141162	16107154	J. Med. Chem.	2005	48	17	5543					
CHEMBL192589	320964	CHEMBL192589	320964		27	255.23	2.66	77.28	0	[O-][N+](=O)c1ccc(cc1)C(=O)C(=O)c2ccccc2	1503907	Ki	=	215	nM	6.67	Ki	=	215	nM			1	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	303291	CHEMBL828284	B	Inhibition constant against human liver carboxylesterase 1 (hCE1) using nitrophenyl acetate (o-NPA) as substrate	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000019	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein	COesterase	high	21668	CHEMBL1143603	15828829	J. Med. Chem.	2005	48	8	2906					
CHEMBL192410	320940	CHEMBL192410	320940		19	246.21	3.03	34.14	0	Fc1ccc(cc1)C(=O)C(=O)c2ccc(F)cc2	1942225	Ki	=	230	nM	6.64	Ki	=	230	nM			1	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	443528	CHEMBL893785	B	Inhibition of human carboxylesterase 1	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000357	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein	COesterase	high	36499	CHEMBL1147944	17399985	Bioorg. Med. Chem.	2007	15	11	3801					
CHEMBL242722	391588	CHEMBL242722	391588		26	318.17	3.59	34.14	0	Fc1cc(F)c(F)c(c1)C(=O)C(=O)c2c(F)ccc(F)c2F	1942218	Ki	=	320	nM	6.5	Ki	=	320	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	443528	CHEMBL893785	B	Inhibition of human carboxylesterase 1	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000357	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein	COesterase	high	36499	CHEMBL1147944	17399985	Bioorg. Med. Chem.	2007	15	11	3801					
CHEMBL193180	321011	CHEMBL193180	321011		6	318.17	3.59	34.14	0	Fc1cc(cc(F)c1F)C(=O)C(=O)c2cc(F)c(F)c(F)c2	2267364	Ki	=	371.54	nM	6.43	pKi	=	6.43				0				560257	CHEMBL1019596	B	Inhibition of human carboxylesterase 1	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000357	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein	COesterase	high	45052	CHEMBL1139338	19062296	Bioorg. Med. Chem.	2009	17	1	149					
CHEMBL1629724	1053000	CHEMBL1629724	1053000		15f	398.34	4.42	76.13	0	FC(F)(F)c1ccc(cc1)C(=O)Nc2cccc(c2)C(=O)C(=O)c3ccccn3	5109317	Ki	=	437	nM	6.36	Ki	=	437	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	697897	CHEMBL1632957	B	Inhibition of human intestinal CE1 using O-nitrophenyl acetate as substrate by spectrophotometry	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000357	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein	COesterase	high	54255	CHEMBL1629454	21105730	J. Med. Chem.	2010	53	24	8709					
CHEMBL52347	77985	CHEMBL52347	77985	1,2-NAPHTHOQUINONE	8	158.16	1.47	34.14	0	O=C1C=Cc2ccccc2C1=O	1998214	Ki	=	930	nM	6.03	Ki	=	930	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	451017	CHEMBL900098	B	Inhibition of human carboxylesterase 1	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000357	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein	COesterase	high	37157	CHEMBL1138234	17941623	J. Med. Chem.	2007	50	23	5727					
CHEMBL1630811	1053002	CHEMBL1630811	1053002		15h	366.32	3.68	76.13	0	Fc1ccc(cc1F)C(=O)Nc2cccc(c2)C(=O)C(=O)c3ccccn3	5109319	Ki	=	1244	nM	5.91	Ki	=	1244	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	697897	CHEMBL1632957	B	Inhibition of human intestinal CE1 using O-nitrophenyl acetate as substrate by spectrophotometry	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000357	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein	COesterase	high	54255	CHEMBL1629454	21105730	J. Med. Chem.	2010	53	24	8709					
CHEMBL190660	318384	CHEMBL190660	318384		3 (2,2'-thenoin)	224.31	2.73	37.3	0	OC(C(=O)c1cccs1)c2cccs2	1494038	Ki	=	1660	nM	5.78	Ki	=	1660	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	303802	CHEMBL829851	B	Inhibition constant against human liver carboxylesterase (hCE1) expressed in Sf21 cells using 3 mM o-NPA	1	Scientific Literature	Oryctolagus cuniculus		9986	Expert	BAO_0000219	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	8	Homologous protein			21424	CHEMBL1141162	16107154	J. Med. Chem.	2005	48	17	5543					
CHEMBL191822	320884	CHEMBL191822	320884		16	304.73	3.42	52.6	0	COc1ccc(cc1OC)C(=O)C(=O)c2ccccc2Cl	2267354	Ki	=	3311.31	nM	5.48	pKi	=	5.48				0				560257	CHEMBL1019596	B	Inhibition of human carboxylesterase 1	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000357	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein	COesterase	high	45052	CHEMBL1139338	19062296	Bioorg. Med. Chem.	2009	17	1	149					
CHEMBL192258	320762	CHEMBL192258	320762		2	148.16	1.46	34.14	0	CC(=O)C(=O)c1ccccc1	1502101	Ki	=	5270	nM	5.28	Ki	=	5270	nM			1	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	303291	CHEMBL828284	B	Inhibition constant against human liver carboxylesterase 1 (hCE1) using nitrophenyl acetate (o-NPA) as substrate	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000019	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein	COesterase	high	21668	CHEMBL1143603	15828829	J. Med. Chem.	2005	48	8	2906					
